entityName,variationId,count,firstTimestamp,lastTimestamp
Badges,1,35931305,0,0
Comments,1,73936601,1217595495430,1590910802597
Comments,2,1035397,1217824544397,1590908127377
Comments,3,4574,1220941098713,1538538297710
Comments,4,513,1222945484943,1306339236220
Comments,5,36,1458724584883,1589412685247
Postlinks,1,6691871,1272243588130,1590912430887
Posts,1,57,1217533372667,1353399695930
Posts,2,3395,1217534888620,1583668864663
Posts,3,8731577,1217535477883,1590895201943
Posts,4,170,1217541401303,1515745187253
Posts,5,1103,1217544158903,1572531550773
Posts,6,3723,1217545151177,1462871914470
Posts,7,74008,1217560195993,1590853014770
Posts,8,2724,1217560364193,1587248244740
Posts,9,60386,1217585782167,1532718470980
Posts,10,19983095,1217585957417,1590895854193
Posts,11,22112,1217586171593,1590508077157
Posts,12,10766,1217586657630,1590564521200
Posts,13,2279,1217588197920,1585124372263
Posts,14,38,1217589440640,1270031388293
Posts,15,33782,1217590679723,1589867152883
Posts,16,166,1217590707133,1562129301717
Posts,17,32930,1217591160097,1590747361950
Posts,18,22016,1217591793837,1533011465153
Posts,19,403,1217593192510,1580794353057
Posts,20,189254,1217594461110,1590842110810
Posts,21,2091,1217594484277,1463037205060
Posts,22,2164,1217596985190,1586965890047
Posts,23,257963,1217597243093,1590731246190
Posts,24,30,1217603588933,1277295448700
Posts,25,1544128,1217603698337,1590880008820
Posts,26,14784,1217605915407,1590490976267
Posts,27,46836,1217608574070,1590885519653
Posts,28,10188,1217656567933,1293574401217
Posts,29,9972,1217660307540,1589742627320
Posts,30,1530,1217662097683,1586974552517
Posts,31,58046,1217662854693,1590875880750
Posts,32,25,1217699510250,1275063518917
Posts,33,2273,1217705951733,1590075091750
Posts,34,1107,1217721959620,1584522479587
Posts,35,40513,1217768830073,1590709136150
Posts,36,56365,1217770457523,1590705644713
Posts,37,860923,1217772228290,1590892675190
Posts,38,593,1217798301627,1472923068233
Posts,39,11173,1217803645143,1587195304557
Posts,40,3651438,1217815182557,1590892264423
Posts,41,19,1217818118013,1279363804267
Posts,42,141,1217821800337,1509996800703
Posts,43,2054,1217825480323,1589211229703
Posts,44,2111,1217851046097,1369238312390
Posts,45,1009606,1217854030970,1590875727310
Posts,46,3807910,1217854961893,1590895252313
Posts,47,565,1217860246347,1589090156847
Posts,48,37407,1217880070317,1590871043840
Posts,49,2605,1217884098603,1577893926297
Posts,50,14,1217886622933,1265728484733
Posts,51,3471,1217915138310,1590331778707
Posts,52,3387,1217927716953,1589204819110
Posts,53,3228044,1217937425033,1590892485547
Posts,54,904,1217941500170,1590442357617
Posts,55,1061,1217944688473,1588937636973
Posts,56,973,1217976965937,1487211737030
Posts,57,5986,1218026649137,1590085013577
Posts,58,2971,1218030299433,1238959474713
Posts,59,2712,1218032055100,1590493468677
Posts,60,36516,1218036439883,1590854404873
Posts,61,127114,1218050097507,1590883696003
Posts,62,175415,1218061203607,1590881123887
Posts,63,14879,1218061503457,1590264708393
Posts,64,3469415,1218068878560,1590895855990
Posts,65,2610,1218068998180,1571836676817
Posts,66,625,1218099358613,1559213475713
Posts,67,24856,1218106491057,1590234109130
Posts,68,604509,1218127927230,1590894843443
Posts,69,165,1218136044760,1557413153560
Posts,70,213,1218142830053,1584139439340
Posts,71,6,1218193308757,1237894046217
Posts,72,10762,1218197145290,1464882131177
Posts,73,1702,1218211443653,1588696246417
Posts,74,1169,1218244799117,1590577346710
Posts,75,67,1218363084443,1238951889760
Posts,76,13912,1218451843787,1589092346683
Posts,77,3029,1218535261780,1446447280890
Posts,78,561,1218535454363,1376381876770
Posts,79,367,1218536681653,1433823114357
Posts,80,342,1218537158347,1480965869920
Posts,81,902,1218544539643,1494034364507
Posts,82,12705,1218547758067,1590595417670
Posts,83,94,1218551544540,1238671275093
Posts,84,2023,1218564373843,1588906849530
Posts,85,456,1218624610557,1535282999817
Posts,86,335,1218628308450,1584444493980
Posts,87,276,1218638703000,1569144618307
Posts,88,447,1218646004517,1590573393553
Posts,89,100,1218649862437,1552627683770
Posts,90,136,1218650106393,1238941982137
Posts,91,625,1218650212707,1284733447437
Posts,92,313,1218672062253,1575151967303
Posts,93,194,1218672653873,1293437402307
Posts,94,23,1218692558540,1238699184690
Posts,95,5234,1218718590123,1590086804713
Posts,96,191,1218755130520,1351742462623
Posts,97,12,1218801675030,1265984422983
Posts,98,300,1218801841017,1542576377673
Posts,99,685,1218812153603,1588805640437
